"|","136997","105516","20808","23424","20484","133889","80394","94084","81411","82945","25090","2946","149252","13574","13450","21492","83594","13575","20739","15628","26627","15235","12293","13563","79242","25088","21022","137472","12062","129282","129921","23699","149512","14345","24463","141382","129938","-107","29436","105506","14346","133529","137243","149362","12189","137234","141439","137281","137179","80265","84105","80445","145858","13970","132510","144929","137363","24726","133281","137244","29023","137246","137446","24483","127688","24202","80413","9123","24617","137491","136960","105669","24981","145048","2641","78654","25120","12833","24642","137265","88932","132547","24401","130378","-106","13172","129951","93903","140949","150017","8707","131215","2778","23673","137223","145564","105547","28980","100776","24482","11959","144952","94115","92853","100791","73788","82596","94059","82541","14350","105268","8711","84823","93859","14349","137267","14348","78633","23577","21025","149299","149531","28983","23423","105510","2936","86813","24588","78779","29439","1063","137256","128291","144938","137445","26661","94182","148901","25645","149194","13359","140848","22059","23906","20610","94023","25516","107020","13032","23495","13033","24641","25052","84048","136199","10064","81393","73774","20839","24558","24441","149039","8243","20486","84329","24258","107046","20529","23603","12601","87684","133286","13363","23496","78793","136333","130578","92840","20531","12114","84309","23722","129662","2937","29475","13476","73143","20840","133313","9194","2938","2929","137492","13333","13385","21346","87958","93981","8601","82615","29474","83558","29477","14563","2854","21110","90918","25195","81109","86143","75403","84334","105525","91001","93087","8077","2895","1109","144854","86176","14012","137469","93088","132005","29510","29511","135336","105638","13736","24757","24219","24361","13642","83127","78627","24238","13482","14292","93777","80679","23471","105524","8681","140722","29491","93776","15668","137526","137298","11955","84293","24758","8073","145720","140681","29026","23604","145213","2882","137547","25926","8531","130409","8051","94006","78660","12107","140787","93760","132244","12109","2330","12111","89425","137190","13912","140868","9122","24667","141046","13771","13302","20983","24337","20863","14600","133913","78643","2928","8105","29488","78642","149110","145292","8867","141169","82714","24437","78711","13690","145301","9482","141067","24668","8797","92811","13808","24402","13651","-33","20888","82240","20573","20845","20760","24218","-101","94106","23544","133151","105634","149408","14498","29452","12476","149418","2331","145350","107055","2941","140916","137417","20646","93863","25336","-76","88508","21437","25647","2630","9406","29476","87323","23875","8533","132978","137000","23652","20588","26510","107024","92958","141226","20918","12554","13303","13242","93801","21177","84026","81439","80329","13565","94569","135147","140908","94191","94192","25021","8511","137668","25172","8049","11892","81394","130424","2789","14981","24544","13921","20952","24518","84154","149040","24671","8765","25152","20657","8142","80274","12835","80656","135573","8144","16511","135101","12802","23546","23628","14499","14293","8663","13272","8644","25054","92837","149352","13119","23649","84291","23576","92825","137415","21274","26469","149098","29437","149870","23549","24545","12267","80357","25020","81114","73196","24619","20806","11893","24945","20740","12555","24845","24439","29454","2831","13656","2930","135449","24236","24237","149321","83060","84049","136898","24360","24240","24563","23578","25019","79065","87589","-286","21273","25119","24481","8994","8508","25253","9895","149639","-84","136495","131381","20790","141109","149836","13122","144707","141013","134994","20587","145576","80730","93024","145200","8025","14525","25150","8865","145521","9057","13031","136425","8799","20844","127780","9023","136257","78787","93824","78788","82721","137506","24782","137268","24119","14408","20557","9157","15054","13390","140759","29453","140878","81511","105519","29547","8046","8277","13424","8661","20822","11891","12917","12918","24201","135799","13239","20674","81101","89296","total","21148","14780","8734","13091","24382","14234","24403","21178","21307","25151","9024","93052","8829","130881","24203","130631","21209","82600","13389","85910","24259","14452","137341","145614","137167","21112","93828","128648","14347","133652","13334","23697","2325","29379","23701","146071","134808","22171","83102","17057","2642","129875","8534","13655","20824","25053","24422","2924","2877","140607","8048","149361","129397","137593","24442","135658","94590","12155","129713","129211","9091","15240","13733","8172","137367","8959","2945","23446","105512","100761","78618","80283","105505","12194","94628","12197","13545","137255","24044","8686","149460","-43","84053","20951","23651","8798","16738","-34","21345","12642","137444","145381","137318","87655","84328","14291","81092","78828","83057","8685","135075","20775","14121","148989","8191","14447","14528","8354","24817","2931","145522","14451","24440","94201","94203","137213","2932","14453","29355","140973","23983","13505","29378","14019","29387","80665","78626","131283","141014","25306","84280","105189","90854","136433","26870","145657","84088","141180","81141","137471"
"9","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","3","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","1","","4","2","1","","3","","","","","","","","","","","1","","","","","","13","","","1","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2","","","","","","","","25","","","","","","","","","","","","263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","1","","","","","","","","","","","","","","","50","2","3","","","","","1","2","","2","","","","","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","2","","8","","","1","","3","","","","8","1","","","","",""
"10","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","10","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","10","","1","1","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","7","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","2","","","","3","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","20","","",""
"11","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","4","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","3","","","","","","1","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","210","","","","19","","","4","","","1","9","","","","","1","","1","","","","","","","1","","","","3","","7","","","","","","","","","","","2","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","4","","","","","","2","","","","","","","","","","","","","","","","","","","","56","27","9"
"12","","","","","","5","","","","","","","","","","","","33","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","21","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","30","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","345","","2","","10","","","2","","","","","","","1","1","3","1","","","","","","","","1","1","","1","8","2","1","","","","","","","","","","","3","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","6","","","","","1","","","","","","","","","","","2","","10","16","","5","","","","","1","1","","","","","","","","","","","","","","","","","","","","25","3","23"
"13","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","","","","","","","","35","","","38","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","8","","","","","","","","","1","12","1","","4","","","","","","","","","","","","1","","","","","","","","","","","","","","","","7","","1","","","4","","","13","6","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","","","","","","","","","","","1","","7","","","","","","","","","","","","","","","","13","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","1","","16","","1","","","","","","","","","1","","","","","8","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","23","","","","","","","","2","2","","","","","","1","","1","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","","","","","","","","","","223","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","1","1","9","","","","7","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","14","","",""
"15","","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","2","","20","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","4","","","","100","","","","","","","2","","","","","","","","","15","","1","","","","","","","","1","","2","8","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","7","","","","","","","","","","","","","","","","","","","7","","","","25","","","2","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","4","","","","","","","","","","","","","","","","","","","","","","","203","","","","","","14","","5","","","16","","","","","","","2","","27","","9","","","","","","","","","2","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","4","",""
"17","","","","","","","","","","","","","","","","","","","","","","","","","","35","","","","","20","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","53","","23","","","","","","","","","","","","1","","","","","1","","","26","","","","","","","","","","1","46","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","5","3","","","","","","","","","","","","8","","","","1","","","","","","","","","","","","","","","","","","","","","","6","","",""
"18","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","40","","5","4","2","","","","","","","","","","","1","","","","","","","","19","","","6","","","","","","","","","","","","","","1","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","3","","","","","","4","","","","","","","","","","","","","14","","","","","","","","","","1","","","","","17","","","","62","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","35","","","","","","","","","","","","","","17","35","345","","30","5","","5","4","26","","","","","","","1","","","","","4","","1","72","","","1","","","","","","","9","388","","101","4","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1859","250","","3","","","","","","","","","","","","","","2","","","","","","","4","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","1","","3","1","","","","","6","","11","5","","","37","12","","","","","","","","","","","","30","","","","5","2","","","","","","","","","","","","","","","","","","","","","30","","",""
"19","","","","","","","","","","","","","","","","","","","","","","1","","","","98","","","","","109","","2","2","3","","","","","","1","","","","","","","","","","","","","9","","","1","","","","","","","","","","","","","","","","16","","","1","","","","","","","","","11","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","4","3","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2","","1","","","","2","","1","","","","","","","","","","","","","","","2","","","","","","","","2","1","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","","","15","4","133","","18","4","","21","","18","2","","","","","","","","","","","2","","5","66","","","","","","","","","","","299","","16","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1164","91","","4","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","68","","","","1","","","","1","4","","","13","","","14","7","","","","","","","1","","","","","10","","1","","20","1","","","","","","","","","","","","","","","","","","","","","11","","",""
